id,target_date,line_id,component_id,target_quantity,created_at,updated_at
5177200a-3bd2-5634-898c-f5f53a7652b9,2026-06-09,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,1758,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
d69723b7-33f1-5979-b295-0ca34b6a85bd,2026-06-09,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,3703,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
db9e9b1c-d4c6-56c1-a802-385a614775e0,2026-06-09,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,1656,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
f85d9b91-edcc-5e5c-a209-910b67d60eef,2026-06-09,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,2656,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
cff7d039-522b-5be1-b6d3-2fd01f9d6b60,2026-06-09,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,1118,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
49412c68-2aa8-5952-84fb-c6dbc594beac,2026-06-09,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,763,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
a74b063e-69ac-51e9-a46c-d600b1d6476c,2026-06-09,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2671,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
c409d707-c404-5c1b-990d-9e87bbc41c2b,2026-06-09,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,2878,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
bc716e81-62d3-5943-8c50-686feda8f269,2026-06-09,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,1811,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
425c076a-1c9c-5871-9840-563589d3c0e9,2026-06-10,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,3759,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
103ef25c-a331-5a5b-b4a3-05022ab25ebb,2026-06-10,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2235,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
1d82d1a1-fe1e-5982-8b48-133c684770d4,2026-06-10,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,411,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
5d36dfe1-a706-5c76-ac8a-27b2440293fb,2026-06-10,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,618,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
8cd78018-63be-56fd-98ff-b62f7530ebc5,2026-06-10,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,3573,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
c8f06f27-890f-5874-b5b6-052a6076fd10,2026-06-10,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,545,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
0f22e8ba-95b6-5b81-9f99-d285d685cb8f,2026-06-10,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,1059,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ebcda8e9-17a4-52b6-9801-cbd65e17fe46,2026-06-10,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2124,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b568bf75-8afb-5696-b466-a9a8e0ad2de8,2026-06-10,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,6115,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
9e861603-33bf-5014-853f-ad4c8da11d25,2026-06-10,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,362,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
e3178834-6af8-53fd-818a-b56a8d3b6239,2026-06-11,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,3609,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
6d8f19f0-10b8-5aa1-9639-3f2e3781d9de,2026-06-11,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2653,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
8e10d266-25a8-5617-a3c1-8a985acb76d0,2026-06-11,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,795,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
f4496504-3288-5e3a-8cc6-6aa24d16ec3b,2026-06-11,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,1332,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
7ff880d4-25af-58c8-bf17-7b97e4b35594,2026-06-11,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,702,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
0c4d2c14-fdd3-5ded-b2ec-bdd800236f59,2026-06-11,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,1393,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
254beaac-676b-5869-8e97-c42d04a844d2,2026-06-11,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,1042,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
3909b1ae-e924-50b3-9913-221ee0d12307,2026-06-11,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2167,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
9cfc48ad-d866-5abb-ad32-6786cf82b74a,2026-06-11,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,3015,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
213a55dc-32c6-561c-95d9-7c3166f145ec,2026-06-11,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,1443,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
2ee0712c-45f8-5f95-94bb-93da29d0d8a0,2026-06-12,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,5040,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
8e3cdbf1-3b8e-5a66-b46c-1026c8c82220,2026-06-12,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,1810,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
2cf3a4d7-0fd0-5649-9cd3-df0f15298ea2,2026-06-12,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,1143,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
32d7bc30-689f-59ba-971e-6dbf2a52c8f9,2026-06-12,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,1633,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ce420b38-88a0-5c4c-8c5e-995161529dc0,2026-06-12,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,1334,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
2bea46d1-4a72-58b2-8a51-942dbb278b85,2026-06-12,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,298,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
265d429d-247a-5d0c-82d5-d13a0caa1574,2026-06-12,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,763,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
d30b8dd2-5496-532a-b910-6c32386bb37a,2026-06-12,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2582,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ffe6346c-2282-5333-962c-de9f63ba16e5,2026-06-12,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,2353,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ecf42637-f4a5-5b9a-87b8-dc86bda24265,2026-06-12,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,2084,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
98901e19-3930-5acb-95eb-4a2f50c4359a,2026-06-13,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,1798,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
6785a742-cea9-524b-81d7-313644571f21,2026-06-13,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2607,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b783caeb-9205-5f92-8f40-6ebc5c0f46be,2026-06-13,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,289,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
8fd652b2-4fb4-5932-a9be-dea53bb807c6,2026-06-13,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,677,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
e1e35ce5-c9f2-50d7-8ac2-b93136d35bd9,2026-06-13,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,1128,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
09065e58-7628-575a-b9b3-cf0aed32250c,2026-06-13,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,1188,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
c7ab9663-57b6-54e1-a87d-ba353e03436e,2026-06-13,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,927,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
c97b8b82-e2a9-5f54-85c0-65fb21a11ad6,2026-06-13,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,1269,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
9cde8252-7196-5077-acd6-1b58e8c9a220,2026-06-13,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,1691,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
42330e68-b164-5696-9aaa-b958c52c56ec,2026-06-15,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,4093,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
a4c67ee9-40c8-5d11-bc76-4bbfc94b1fbd,2026-06-15,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2341,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
